customer_id,residence_country,gender,age,first_join_date,residence_index,channel_entrance,activity_status,household_gross_income,saving_account,guarantees,junior_account,loans,credit_card,pension,direct_debit,employment_status,mortgage,employment_status_int,personal_income,current_loan_amount,credit_score,customer_segment_model,years_calc,total_products_owned,junior_guarantee
15993,ES,1,54,2000-01-16,Y,KAT,1,140068.08000000002,0,0,0,0,1,0,1,B,0,0,81944.55,0.0,850,5+ years,20,2,0
15995,ES,0,52,2014-02-02,Y,KAT,1,319472.43,0,0,0,0,0,0,0,N,0,1,266205.15,0.0,850,5+ years,6,0,0
16000,ES,0,50,2002-12-29,Y,KAT,1,179785.68,0,0,0,0,0,1,1,N,0,1,145707.24,0.0,850,5+ years,18,2,0
16001,ES,0,55,2000-12-19,Y,013,1,419503.62,0,0,0,0,0,1,1,N,0,1,332593.39,0.0,850,5+ years,20,2,0
16002,ES,0,48,2000-03-12,Y,KAT,1,230518.29,0,0,0,0,0,0,0,B,0,0,214488.52,0.0,850,5+ years,20,0,0
16003,ES,0,56,2000-03-10,Y,KAT,1,238526.19,0,0,0,0,0,1,0,B,0,0,173010.18,0.0,850,5+ years,20,1,0
16004,ES,0,48,2000-03-11,Y,KAT,1,215252.28,0,0,0,0,0,0,1,B,0,0,132558.51,0.0,850,5+ years,20,1,0
16010,ES,0,55,2001-12-16,Y,KAT,1,175186.71,0,0,0,0,0,0,0,N,0,1,142285.93,0.0,850,5+ years,19,0,0
16011,ES,0,58,2000-01-23,Y,KAT,0,1297731.84,0,0,0,0,0,0,0,N,0,1,814627.11,0.0,730,5+ years,20,0,0
16029,ES,1,53,2000-02-20,Y,KAT,1,122271.9,0,0,0,0,1,0,1,N,0,1,116265.39,0.0,850,5+ years,20,2,0
16034,ES,1,46,2000-02-22,Y,KAT,0,209467.95,0,0,0,0,0,0,0,B,0,0,173926.5,0.0,730,5+ years,20,0,0
16036,ES,1,55,2000-02-17,Y,KAT,1,377353.11,0,0,0,0,1,0,1,B,0,0,241404.16,0.0,850,5+ years,20,2,0
16038,ES,1,50,2000-02-20,Y,KAT,0,223767.15,0,0,0,0,0,0,0,N,0,1,131410.65,0.0,730,5+ years,20,0,0
16039,ES,0,56,2000-02-20,Y,KAT,1,196300.35,0,0,0,0,1,1,1,N,1,1,147341.35,139326.76,795,5+ years,20,3,0
16042,ES,0,53,2003-05-27,Y,KAT,1,167732.84999999998,0,0,0,0,0,0,0,N,0,1,99566.87,0.0,850,5+ years,17,0,0
16047,ES,1,45,2002-06-17,Y,KAT,1,191773.08,0,0,0,0,1,0,1,N,0,1,122680.52,0.0,850,5+ years,18,2,0
16048,ES,1,59,2000-02-20,Y,KAT,1,140068.08000000002,0,0,0,0,0,0,0,N,0,1,71627.6,0.0,850,5+ years,20,0,0
16049,ES,0,59,2002-12-26,Y,KAT,0,458760.48,0,0,0,0,0,0,0,N,0,1,441407.36,0.0,730,5+ years,18,0,0
16051,ES,1,53,2004-06-28,Y,KAT,0,180294.81,0,0,0,0,0,0,0,N,0,1,96719.6,0.0,730,5+ years,16,0,0
16052,ES,0,59,2000-02-20,Y,KAT,0,236628.45,0,0,0,0,0,0,0,N,0,1,143896.47,0.0,730,5+ years,20,0,0
16053,ES,1,58,2000-02-20,Y,KAT,1,89843.61,0,0,0,0,0,1,0,N,0,1,84867.03,0.0,850,5+ years,20,1,0
16055,ES,1,55,2000-02-20,Y,KAT,1,267601.98,0,0,0,0,1,0,1,N,0,1,154695.97,0.0,850,5+ years,20,2,0
16056,ES,0,49,2004-09-20,Y,KAT,1,123982.05,0,0,0,0,0,0,0,N,0,1,81377.32,0.0,850,5+ years,16,0,0
16060,ES,0,55,2000-02-20,Y,KAT,1,140068.08000000002,0,0,0,0,1,0,1,N,0,1,88302.3,0.0,850,5+ years,20,2,0
16065,ES,1,55,2000-02-21,Y,KAT,1,355124.76,0,0,0,0,0,0,0,N,0,1,293288.92,0.0,850,5+ years,20,0,0
16073,ES,1,49,2000-02-21,Y,KAT,0,53478.18000000001,0,0,0,0,0,0,0,N,0,1,42183.3,0.0,660,5+ years,20,0,0
16074,ES,1,47,2014-06-25,Y,KFA,0,53478.18000000001,0,0,0,0,0,0,0,N,0,1,41708.37,0.0,660,5+ years,6,0,0
16078,ES,1,55,2000-02-21,Y,KDB,0,226888.89,0,0,0,0,0,0,0,N,0,1,113793.56,0.0,730,5+ years,20,0,0
16088,ES,1,50,2000-02-21,Y,KAT,1,298795.08,0,0,0,0,0,1,0,N,0,1,223383.63,0.0,850,5+ years,20,1,0
16090,ES,1,56,2000-02-23,Y,KAT,0,416462.16,0,0,0,0,0,0,0,N,0,1,343339.52,0.0,730,5+ years,20,0,0
16094,ES,1,53,2000-02-22,Y,KAT,1,281334.24,0,0,0,0,0,0,0,N,0,1,192390.95,0.0,850,5+ years,20,0,0
16098,ES,1,48,2000-02-22,Y,KAT,1,140068.08000000002,0,0,0,0,1,0,1,N,0,1,83613.29,0.0,850,5+ years,20,2,0
16099,ES,1,47,2000-02-22,Y,KAT,1,215872.71,0,0,0,0,1,0,1,N,1,1,170845.49,2328379.27,755,5+ years,20,2,0
16100,ES,1,58,2000-02-23,Y,KAT,1,155695.68,0,0,0,0,1,0,1,N,0,1,110870.06,0.0,850,5+ years,20,2,0
16101,ES,1,50,2000-02-23,Y,KAT,0,124157.85,0,0,0,0,0,0,0,N,0,1,100608.05,0.0,730,5+ years,20,0,0
16102,ES,1,48,2000-02-22,Y,KAT,0,140068.08000000002,0,0,0,0,0,0,0,N,0,1,117056.48,0.0,730,5+ years,20,0,0
16103,ES,0,50,2000-02-22,Y,KAT,1,181501.95,0,0,0,0,0,0,0,N,0,1,178033.03,0.0,850,5+ years,20,0,0
16110,ES,0,53,2000-03-24,Y,KAT,1,247880.67,0,0,0,0,0,0,0,N,0,1,125898.74,0.0,850,5+ years,20,0,0
16111,ES,1,53,2000-02-22,Y,KAT,0,287493.51,0,0,0,0,0,0,0,N,0,1,268514.21,0.0,730,5+ years,20,0,0
16113,ES,1,57,2000-02-23,Y,KAT,1,148126.38,0,0,0,0,1,0,1,N,0,1,113310.2,0.0,850,5+ years,20,2,0
16114,ES,1,53,2000-02-23,Y,KAT,1,140068.08000000002,0,0,0,0,0,0,1,N,1,1,72128.97,299870.43,755,5+ years,20,1,0
16117,ES,1,57,2000-02-23,Y,KAT,1,465589.68,0,0,0,0,1,0,0,N,0,1,386312.5,0.0,850,5+ years,20,1,0
16119,ES,1,58,2000-02-23,Y,KAT,1,1334872.23,0,0,0,0,0,0,0,N,0,1,764565.87,0.0,850,5+ years,20,0,0
16121,ES,0,51,2000-03-08,Y,KAT,1,186308.85,0,0,0,0,0,0,0,N,0,1,97845.25,0.0,850,5+ years,20,0,0
16122,ES,0,47,2000-02-23,Y,KAT,0,38043.84,0,0,0,0,0,0,0,N,0,1,24881.25,0.0,637,5+ years,20,0,0
16128,ES,0,45,2000-03-01,Y,KAT,0,163073.19,0,0,0,0,0,0,0,N,0,1,86283.6,0.0,730,5+ years,20,0,0
16131,ES,0,54,2000-02-23,Y,KFC,1,469883.94000000006,0,0,0,0,0,0,0,N,0,1,247941.91,0.0,850,5+ years,20,0,0
16132,ES,1,48,2000-03-08,Y,KAT,0,160900.95,0,0,0,0,0,0,0,N,0,1,123085.65,0.0,730,5+ years,20,0,0
16133,ES,0,58,2000-02-23,Y,KAT,1,436859.28,0,0,0,0,1,0,0,N,0,1,236807.53,0.0,850,5+ years,20,1,0
16140,ES,1,58,2000-03-03,Y,007,0,121694.07,0,0,0,0,0,0,0,N,0,1,119344.07,0.0,730,5+ years,20,0,0
16147,ES,0,58,2002-02-13,Y,KAT,1,314996.88,0,0,0,0,0,1,0,N,0,1,211247.29,0.0,850,5+ years,18,1,0
16148,ES,0,58,2012-01-09,Y,KAT,1,281757.72000000003,0,0,0,0,0,0,0,N,0,1,275190.22,0.0,850,5+ years,8,0,0
16149,ES,0,45,2000-02-24,Y,KAT,1,38874.57,0,0,0,0,0,1,1,N,0,1,38737.96,0.0,850,5+ years,20,2,0
16152,ES,1,57,2000-02-26,Y,KAT,1,240017.46,0,0,0,0,1,0,1,N,0,1,128699.45,0.0,850,5+ years,20,2,0
16155,ES,1,59,2000-02-27,Y,KAT,1,438622.89,0,0,0,0,1,0,0,N,0,1,278732.07,0.0,850,5+ years,20,1,0
16158,ES,0,50,2000-02-27,Y,KAT,0,141058.68,0,0,0,0,0,0,0,N,0,1,80924.06,0.0,730,5+ years,20,0,0
16162,ES,1,57,2000-02-28,Y,KAT,1,215210.22000000003,0,0,0,0,0,0,0,N,0,1,149812.64,0.0,850,5+ years,20,0,0
16163,ES,0,47,2005-06-22,Y,KAT,1,150173.73,0,0,0,0,0,0,0,N,0,1,138111.41,0.0,850,5+ years,15,0,0
16166,ES,0,47,2000-03-01,Y,KAT,1,171855.59999999998,0,0,0,0,0,0,0,N,0,1,159362.68,0.0,850,5+ years,20,0,0
16169,ES,1,51,2000-03-01,Y,KAT,0,94878.57,0,0,0,0,0,0,0,N,0,1,69111.69,0.0,722,5+ years,20,0,0
16170,ES,1,46,2000-03-01,Y,KAT,1,184125.66,0,0,0,0,1,0,1,N,0,1,130449.13,0.0,850,5+ years,20,2,0
16171,ES,1,58,2000-03-01,Y,KAT,1,378058.98,0,0,0,0,0,0,0,N,0,1,317565.94,0.0,850,5+ years,20,0,0
16177,ES,1,47,2000-03-01,Y,KAT,1,140068.08000000002,0,0,0,0,0,0,0,N,0,1,109086.21,0.0,850,5+ years,20,0,0
16179,ES,1,55,2000-03-01,Y,KAT,1,140068.08000000002,0,0,0,0,1,0,1,N,0,1,125399.32,0.0,850,5+ years,20,2,0
16182,ES,1,53,2000-03-02,Y,KAT,1,315706.05000000005,0,0,0,0,0,0,0,N,0,1,242955.49,0.0,850,5+ years,20,0,0
16183,ES,1,58,2000-03-02,Y,KAT,1,78478.08,0,0,0,0,1,0,1,N,0,1,69424.41,0.0,850,5+ years,20,2,0
16185,ES,1,57,2000-03-02,Y,013,0,67297.44,0,0,0,0,0,0,0,N,0,1,38949.57,0.0,680,5+ years,20,0,0
16189,ES,0,58,2000-03-02,Y,KAT,0,138531.45,0,0,0,0,0,0,0,N,0,1,126710.02,0.0,730,5+ years,20,0,0
16194,ES,1,46,2000-04-26,Y,KAT,0,157929.66,0,0,0,0,0,0,0,B,0,0,107599.57,0.0,730,5+ years,20,0,0
16198,ES,0,56,2000-03-03,Y,KAT,1,302613.44999999995,0,0,0,0,0,0,1,N,0,1,249355.34,0.0,850,5+ years,20,1,0
16199,ES,1,57,2000-03-03,Y,007,0,488673.54,0,0,0,0,0,0,0,N,0,1,381989.44,0.0,730,5+ years,20,0,0
16201,ES,1,48,2000-03-05,Y,KAT,1,207014.28,0,0,0,0,1,0,1,N,1,1,191122.26,708925.36,755,5+ years,20,2,0
16204,ES,1,53,2000-03-07,Y,KAT,1,122644.44,0,0,0,0,0,0,0,N,0,1,93158.72,0.0,850,5+ years,20,0,0
16205,ES,0,51,2000-03-07,Y,KAT,1,42752.58,0,0,0,0,1,1,1,N,0,1,29508.71,0.0,850,5+ years,20,3,0
16206,ES,1,53,2005-12-02,Y,KAT,1,42752.58,0,0,0,0,0,0,0,N,0,1,22484.11,0.0,794,5+ years,15,0,0
16207,ES,0,54,2000-03-07,Y,KAT,1,183385.47,0,0,0,0,0,0,0,N,0,1,127881.62,0.0,850,5+ years,20,0,0
16209,ES,0,53,2000-03-07,Y,KAT,0,241177.35,0,0,0,0,0,0,0,N,0,1,212012.95,0.0,730,5+ years,20,0,0
16213,ES,1,59,2000-03-07,Y,KAT,0,279010.47000000003,0,0,0,0,0,0,0,N,0,1,144110.22,0.0,730,5+ years,20,0,0
16229,ES,0,44,2005-10-14,Y,KAT,1,183039.9,0,0,0,0,1,0,1,N,1,1,144593.83,344379.39,755,5+ years,15,2,0
16230,ES,0,50,2000-03-09,Y,KAT,0,140068.08000000002,0,0,0,0,0,0,0,N,0,1,104602.0,0.0,730,5+ years,20,0,0
16231,ES,0,53,2000-03-09,Y,KAT,0,149565.3,0,0,0,0,0,0,0,N,0,1,121830.11,0.0,730,5+ years,20,0,0
16232,ES,1,53,2006-02-20,Y,KAT,0,149565.3,0,0,0,0,0,0,0,N,0,1,128904.91,0.0,730,5+ years,14,0,0
16233,ES,1,46,2000-03-10,Y,KAT,1,207387.69,0,0,0,0,1,1,1,B,0,0,200660.18,0.0,850,5+ years,20,3,0
16234,ES,0,47,2000-03-10,Y,KAT,1,155369.31,0,0,0,0,0,0,1,B,0,0,137480.39,0.0,850,5+ years,20,1,0
16240,ES,0,46,2000-03-10,Y,KAT,1,136497.18,0,0,0,1,1,0,1,B,1,0,128383.3,161047.34,635,5+ years,20,3,0
16243,ES,0,44,2000-03-10,Y,KAT,1,363780.42,0,0,0,0,0,0,0,B,0,0,249613.77,0.0,850,5+ years,20,0,0
16244,ES,1,49,2000-03-10,Y,KAT,0,198511.56,0,0,0,0,0,0,0,N,0,1,168615.31,0.0,730,5+ years,20,0,0
16245,ES,0,48,2000-03-10,Y,KAT,1,147322.77,0,0,0,0,0,0,1,B,0,0,140656.95,0.0,850,5+ years,20,1,0
16246,ES,1,50,2002-01-13,Y,KAT,1,131941.5,0,0,0,0,0,0,0,N,0,1,78547.59,0.0,850,5+ years,18,0,0
16255,ES,0,50,2000-03-14,Y,KAT,1,231888.09,0,0,0,0,0,0,0,B,0,0,204940.43,0.0,850,5+ years,20,0,0
16256,ES,1,54,2000-03-14,Y,KAT,1,85406.22,0,0,0,0,0,0,1,B,0,0,54109.6,0.0,850,5+ years,20,1,0
16268,ES,1,46,2000-03-16,Y,KAT,1,132599.04,0,0,0,0,0,0,1,N,0,1,85442.83,0.0,850,5+ years,20,1,0
16269,ES,1,58,2000-07-19,Y,KAT,0,357277.23,0,0,0,0,0,0,0,N,0,1,337732.63,0.0,730,5+ years,20,0,0
16271,ES,1,56,2000-03-16,Y,KAT,0,560590.71,0,0,0,0,0,0,0,N,0,1,443559.88,0.0,730,5+ years,20,0,0
16273,ES,1,57,2000-03-17,Y,KAT,1,282794.88,0,0,0,0,0,0,0,N,0,1,172057.95,0.0,850,5+ years,20,0,0
16274,ES,1,59,2000-03-17,Y,KAT,0,96276.72,0,0,0,0,0,0,0,N,0,1,95466.93,0.0,724,5+ years,20,0,0
16278,ES,0,53,2000-03-17,Y,KAT,0,37066.68,0,0,0,0,0,0,0,N,0,1,21193.46,0.0,635,5+ years,20,0,0
16283,ES,0,59,2014-04-29,Y,KAT,0,140068.08000000002,0,0,0,0,0,0,0,N,0,1,115444.83,0.0,730,5+ years,6,0,0
16287,ES,0,55,2000-12-01,Y,KAT,1,203973.87,0,0,0,0,0,0,1,N,1,1,134604.72,891481.19,755,5+ years,20,1,0
16289,ES,1,50,2000-03-21,Y,KAT,1,42183.78,0,0,0,0,1,0,1,N,0,1,29206.35,0.0,818,5+ years,20,2,0
16290,ES,0,51,2000-08-03,Y,KAT,1,42183.78,0,0,0,0,0,0,0,N,0,1,25763.28,0.0,793,5+ years,20,0,0
16291,ES,1,56,2000-03-22,Y,KAT,1,208417.68,0,0,0,0,0,0,0,N,0,1,195356.62,0.0,850,5+ years,20,0,0
16294,ES,0,44,2000-03-23,Y,KAT,1,104938.44,0,0,0,0,0,0,1,N,1,1,58874.49,136695.43,755,5+ years,20,1,0
16296,ES,0,53,2000-03-24,Y,KAT,1,248470.83,0,0,0,0,1,0,1,N,0,1,240728.07,0.0,850,5+ years,20,2,0
16297,ES,1,52,2000-03-24,Y,KAT,1,199957.53,0,0,0,0,0,1,0,N,0,1,140829.06,0.0,850,5+ years,20,1,0
16306,ES,1,50,2000-03-25,Y,KAT,0,94197.15,0,0,0,0,0,0,0,N,0,1,80408.33,0.0,721,5+ years,20,0,0
16307,ES,0,58,2000-03-30,Y,KAT,0,248392.08,0,0,0,0,0,0,0,N,0,1,220515.18,0.0,730,5+ years,20,0,0
16308,ES,1,46,2000-09-11,Y,KAT,1,175988.07,0,0,0,0,1,1,1,N,0,1,117289.38,0.0,850,5+ years,20,3,0
16311,ES,1,53,2000-03-24,Y,KAT,1,224588.43,0,0,0,0,1,0,1,N,0,1,169989.67,0.0,850,5+ years,20,2,0
16324,ES,0,59,2000-03-25,Y,KAT,0,184591.08,0,0,0,0,0,0,0,N,0,1,171902.18,0.0,730,5+ years,20,0,0
16327,ES,1,54,2000-03-25,Y,KAT,1,112959.03,0,0,0,0,0,0,1,N,0,1,85129.36,0.0,850,5+ years,20,1,0
16329,ES,1,55,2009-10-13,Y,KAT,1,136228.53,0,0,0,0,0,0,0,N,0,1,135921.43,0.0,850,5+ years,11,0,0
16330,ES,0,48,2000-03-25,Y,KAT,1,96533.43,0,0,0,0,1,0,0,N,0,1,94425.98,0.0,850,5+ years,20,1,0
16338,ES,0,47,2004-09-10,Y,KAT,0,73718.81999999999,0,0,0,0,0,0,0,N,0,1,45380.06,0.0,690,5+ years,16,0,0
16339,ES,1,55,2000-03-27,Y,KAT,1,197736.39,0,0,0,0,1,1,1,N,0,1,145111.23,0.0,850,5+ years,20,3,0
16355,ES,0,45,2000-03-30,Y,KAT,1,269466.21,0,0,0,0,0,0,1,N,0,1,143788.4,0.0,850,5+ years,20,1,0
16357,ES,0,50,2000-03-30,Y,KAT,1,234023.76,0,0,0,0,1,1,1,N,0,1,142522.46,0.0,850,5+ years,20,3,0
16359,ES,1,45,2000-03-30,Y,KAT,1,173481.69,0,0,0,0,1,0,1,N,0,1,101860.97,0.0,850,5+ years,20,2,0
16360,ES,1,51,2000-03-30,Y,KAT,0,65526.66,0,0,0,0,0,0,0,N,0,1,36507.07,0.0,678,5+ years,20,0,0
16361,ES,0,55,2000-03-29,Y,KCH,0,72225.93000000001,0,0,0,0,0,0,0,N,0,1,69430.09,0.0,688,5+ years,20,0,0
16362,ES,1,49,2003-05-20,Y,KAT,0,114643.38,0,0,0,0,0,0,0,N,0,1,77339.09,0.0,730,5+ years,17,0,0
16364,ES,1,46,2000-03-29,Y,KAT,0,54435.96,0,0,0,0,0,0,0,N,0,1,40455.95,0.0,661,5+ years,20,0,0
16365,ES,0,49,2000-03-29,Y,KAT,1,240521.22000000003,0,0,0,0,0,1,0,N,0,1,164187.18,0.0,850,5+ years,20,1,0
16404,ES,0,48,2000-03-29,Y,KAT,0,94142.16,0,0,0,0,0,0,0,N,0,1,47534.44,0.0,721,5+ years,20,0,0
16411,ES,0,45,2000-03-30,Y,KAT,1,170383.56,0,0,0,0,0,0,0,N,0,1,120228.39,0.0,850,5+ years,20,0,0
16412,ES,0,46,2000-03-30,Y,KAT,1,87974.73,0,0,0,0,1,0,1,N,0,1,57545.75,0.0,850,5+ years,20,2,0
16421,ES,1,50,2000-03-31,Y,KAT,1,216393.0,0,0,0,0,0,0,0,N,0,1,136448.38,0.0,850,5+ years,20,0,0
16424,ES,0,51,2000-03-31,Y,KAT,0,67876.89,0,0,0,0,0,0,0,N,0,1,43953.34,0.0,681,5+ years,20,0,0
16426,ES,1,49,2000-03-31,Y,KAT,1,143793.48,0,0,0,0,0,0,0,N,0,1,74294.11,0.0,850,5+ years,20,0,0
16445,ES,0,47,2000-03-31,Y,KAT,0,284996.79,0,0,0,0,0,0,0,N,0,1,183853.39,0.0,730,5+ years,20,0,0
16450,ES,1,54,2000-03-31,Y,KAT,1,202125.27,0,0,0,0,0,0,0,B,0,0,168572.57,0.0,850,5+ years,20,0,0
16463,ES,0,49,2000-03-31,Y,KAT,1,162308.46,0,0,0,0,1,0,0,N,0,1,146715.82,0.0,850,5+ years,20,1,0
16465,ES,0,55,2000-04-01,Y,KCH,0,37449.15,0,0,0,0,0,0,0,N,0,1,35909.5,0.0,636,5+ years,20,0,0
16468,ES,0,46,2000-04-01,Y,KAT,0,55825.95,0,0,0,0,0,0,0,N,0,1,55385.02,0.0,663,5+ years,20,0,0
16478,ES,0,44,2000-04-03,Y,KAT,0,152306.66999999998,0,0,0,0,0,0,0,N,0,1,78103.53,0.0,730,5+ years,20,0,0
16483,ES,0,46,2000-04-01,Y,KAT,0,217032.3,0,0,0,0,0,0,0,N,0,1,139008.17,0.0,730,5+ years,20,0,0
16484,ES,0,47,2000-04-01,Y,KAT,0,118774.44,0,0,0,0,0,0,0,N,0,1,80986.13,0.0,730,5+ years,20,0,0
16490,ES,1,56,2000-04-03,Y,KAT,1,184127.07,0,0,0,0,1,0,1,N,0,1,181464.49,0.0,850,5+ years,20,2,0
16491,ES,0,56,2003-04-21,Y,KAT,0,184127.07,0,0,0,0,0,0,0,N,0,1,154147.45,0.0,730,5+ years,17,0,0
16494,ES,0,46,2000-04-21,Y,KFA,1,368192.01,0,0,0,0,0,0,1,B,0,0,220700.17,0.0,850,5+ years,20,1,0
16499,ES,1,47,2000-04-04,Y,KAT,0,185762.97,0,0,0,0,0,0,0,N,0,1,99423.44,0.0,730,5+ years,20,0,0
16500,ES,1,49,2000-04-04,Y,KAT,0,171413.91,0,0,0,0,0,0,0,B,0,0,152881.35,0.0,730,5+ years,20,0,0
16502,ES,0,57,2020-09-30,Y,KDB,0,140068.08000000002,0,0,0,0,0,0,0,N,0,1,88239.74,0.0,730,0-1 year,0,0,0
16504,ES,1,49,2000-04-06,Y,KAT,0,426490.08,0,0,0,0,0,0,0,N,0,1,216670.89,0.0,730,5+ years,20,0,0
16506,ES,1,49,2000-07-13,Y,KAT,1,238395.33,0,0,0,0,0,0,1,N,1,1,133075.6,248733.36,755,5+ years,20,1,0
16507,ES,1,47,2000-04-26,Y,KAT,1,115025.79,0,0,0,0,1,1,1,B,0,0,87958.47,0.0,850,5+ years,20,3,0
16509,ES,1,48,2000-05-15,Y,KAT,0,140068.08000000002,0,0,0,0,0,0,0,B,0,0,132696.17,0.0,730,5+ years,20,0,0
16512,ES,0,50,2000-04-25,Y,KAT,1,139715.16,0,0,0,0,1,0,1,B,0,0,93395.4,0.0,850,5+ years,20,2,0
16515,ES,0,49,2000-04-07,Y,KAT,1,183424.92,0,0,0,0,1,0,1,N,0,1,113351.66,0.0,850,5+ years,20,2,0
16516,ES,1,52,2000-04-09,Y,KAT,0,132284.46,0,0,0,0,0,0,0,N,0,1,89245.15,0.0,730,5+ years,20,0,0
